age,fnlwgt,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped,native_country_grouped
46,110171,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Private,Some College,Blue-Collar,USA
46,384795,Divorced,Unmarried,Black,Female,0,0,32,<=50K,Private,Bachelors,White-Collar,USA
25,176077,Never-married,Not-in-family,White,Female,0,0,37,<=50K,Government,Advanced,White-Collar,USA
19,63574,Never-married,Own-child,White,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar,USA
38,135416,Divorced,Own-child,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
44,307468,Married-civ-spouse,Husband,White,Male,0,0,29,>50K,Private,Advanced,White-Collar,USA
17,270942,Never-married,Other-relative,White,Male,0,0,48,<=50K,Private,Dropout,Service,North America
58,218281,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,North America
23,244771,Never-married,Own-child,Black,Female,0,0,20,<=50K,Private,Some College,Blue-Collar,Central America
39,30269,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,Sales,USA
66,271567,Separated,Not-in-family,Black,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
29,157612,Never-married,Not-in-family,White,Female,3325,0,45,<=50K,Private,Bachelors,Sales,USA
52,230657,Married-civ-spouse,Husband,Other,Male,3781,0,40,<=50K,Private,High School,Blue-Collar,South America
50,145879,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Government,Advanced,White-Collar,USA
34,159929,Divorced,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
41,118619,Married-civ-spouse,Husband,Black,Male,0,0,50,<=50K,Private,Bachelors,White-Collar,USA
65,197883,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,Unemployed,Dropout,Blue-Collar,USA
42,227065,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Private,Bachelors,White-Collar,USA
34,37210,Never-married,Own-child,White,Male,0,0,50,<=50K,Private,High School,White-Collar,USA
32,80356,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Bachelors,Support,USA
20,171398,Never-married,Not-in-family,Other,Male,0,0,40,<=50K,Private,Dropout,Sales,USA
22,215395,Never-married,Not-in-family,White,Male,0,1602,10,<=50K,Private,Some College,Service,USA
20,224059,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Service,USA
22,126822,Never-married,Own-child,White,Female,0,0,60,<=50K,Private,Bachelors,White-Collar,USA
41,135823,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
34,450141,Married-civ-spouse,Husband,White,Male,15024,0,35,>50K,Self-Employed,Bachelors,White-Collar,USA
35,140854,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Self-Employed,High School,Blue-Collar,USA
29,180299,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Private,Some College,Blue-Collar,USA
42,111483,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,Support,USA
44,320277,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
19,194095,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
25,254746,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
41,291569,Married-civ-spouse,Husband,White,Male,0,0,43,<=50K,Private,Some College,Sales,USA
22,382199,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,Sales,USA
44,119567,Separated,Unmarried,White,Female,0,0,40,<=50K,Government,Advanced,White-Collar,USA
39,237532,Married-civ-spouse,Wife,Black,Female,0,0,54,>50K,Self-Employed,High School,Sales,Central America
60,224277,Divorced,Unmarried,White,Female,0,0,40,>50K,Private,Bachelors,White-Collar,USA
23,254025,Never-married,Own-child,White,Male,0,0,45,<=50K,Private,Some College,White-Collar,USA
42,412379,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
21,291232,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Service,USA
60,227311,Divorced,Unmarried,White,Female,0,0,40,<=50K,Government,Dropout,White-Collar,USA
48,287547,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
27,136448,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
20,91733,Never-married,Own-child,White,Female,0,0,8,<=50K,Private,Some College,Sales,USA
32,180799,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Private,Some College,Blue-Collar,USA
41,413720,Married-civ-spouse,Wife,White,Female,0,0,15,<=50K,Private,High School,Blue-Collar,USA
31,162442,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Self-Employed,Bachelors,White-Collar,USA
55,35551,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
19,28145,Never-married,Own-child,White,Female,0,0,52,<=50K,Private,High School,Service,USA
24,303296,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K,Private,Some College,White-Collar,Asia
20,157145,Never-married,Own-child,White,Male,0,2258,10,<=50K,Self-Employed,Some College,Blue-Collar,USA
50,197826,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Advanced,Support,USA
34,85218,Never-married,Unmarried,Black,Female,0,0,24,<=50K,Government,Advanced,White-Collar,USA
28,119545,Married-civ-spouse,Own-child,White,Male,7688,0,50,>50K,Private,Some College,White-Collar,USA
31,145377,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,Bachelors,Sales,USA
18,198856,Never-married,Own-child,White,Female,0,0,32,<=50K,Private,Some College,Service,USA
34,106541,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
36,110866,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Government,Bachelors,White-Collar,USA
76,93125,Married-civ-spouse,Husband,White,Male,1424,0,24,<=50K,Private,High School,Sales,USA
37,173192,Separated,Not-in-family,Black,Male,0,0,40,<=50K,Government,Some College,White-Collar,USA
33,206512,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
25,152046,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,Central America
48,195104,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,High School,Sales,USA
31,178841,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
52,287575,Separated,Unmarried,White,Male,0,0,40,<=50K,Self-Employed,High School,Service,USA
68,191517,Widowed,Not-in-family,White,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar,USA
44,228516,Never-married,Unmarried,White,Male,0,0,20,<=50K,Private,High School,Service,Europe
54,28683,Married-civ-spouse,Husband,White,Male,3464,0,40,<=50K,Private,High School,Sales,USA
43,282155,Divorced,Not-in-family,White,Female,4650,0,40,<=50K,Private,Some College,White-Collar,USA
36,151094,Separated,Not-in-family,White,Male,0,0,48,<=50K,Self-Employed,Some College,White-Collar,USA
17,33611,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Dropout,Service,USA
43,128354,Married-civ-spouse,Wife,White,Female,0,0,30,<=50K,Private,High School,White-Collar,USA
38,156550,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,High School,Blue-Collar,USA
63,110610,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Self-Employed,Dropout,Blue-Collar,USA
46,123807,Never-married,Not-in-family,Black,Female,0,0,15,<=50K,Private,High School,Blue-Collar,USA
34,117963,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,Blue-Collar,USA
60,255711,Widowed,Unmarried,White,Female,0,0,60,>50K,Government,Bachelors,White-Collar,USA
18,151866,Never-married,Not-in-family,White,Female,0,0,20,<=50K,Private,Some College,Sales,USA
47,168330,Married-civ-spouse,Husband,White,Male,2829,0,40,<=50K,Private,High School,Blue-Collar,USA
36,116358,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,Private,Advanced,White-Collar,Asia
66,123484,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
23,112819,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
34,217460,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Bachelors,White-Collar,USA
18,120599,Never-married,Unmarried,White,Male,0,0,40,<=50K,Private,Dropout,White-Collar,USA
38,348739,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,Advanced,White-Collar,USA
35,111377,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Bachelors,Blue-Collar,USA
24,138768,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,Some College,Blue-Collar,USA
41,146908,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Private,Advanced,White-Collar,USA
68,236943,Divorced,Not-in-family,Black,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar,USA
29,70100,Married-civ-spouse,Husband,White,Male,0,0,80,<=50K,Self-Employed,High School,Blue-Collar,USA
49,321851,Divorced,Not-in-family,White,Female,0,0,30,<=50K,Government,Some College,White-Collar,USA
42,79036,Married-civ-spouse,Husband,White,Male,0,0,65,<=50K,Self-Employed,Bachelors,Blue-Collar,USA
26,218782,Married-civ-spouse,Husband,Other,Male,0,0,40,<=50K,Government,High School,White-Collar,USA
39,200863,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Self-Employed,Some College,White-Collar,USA
23,227943,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,Some College,Sales,USA
33,153005,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
42,165309,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Private,High School,Blue-Collar,USA
20,230891,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Some College,Sales,USA
19,197377,Never-married,Own-child,Black,Male,0,0,20,<=50K,Private,Some College,White-Collar,USA
38,325538,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Government,High School,Blue-Collar,USA
46,102771,Married-civ-spouse,Husband,White,Male,0,1977,40,>50K,Private,Advanced,Support,USA
34,245378,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,Bachelors,White-Collar,USA
20,38772,Never-married,Unmarried,White,Male,0,0,50,<=50K,Private,Dropout,Blue-Collar,USA
53,287317,Divorced,Not-in-family,Black,Male,0,0,40,<=50K,Private,High School,Service,USA
47,150211,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Advanced,White-Collar,USA
29,58115,Married-civ-spouse,Husband,White,Male,0,0,41,<=50K,Private,Bachelors,Sales,USA
36,117073,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
34,362787,Married-spouse-absent,Unmarried,Black,Female,0,0,30,<=50K,Private,Dropout,Service,USA
49,185385,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Advanced,White-Collar,USA
46,165138,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Some College,Blue-Collar,USA
32,260868,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Private,Bachelors,Sales,USA
75,222789,Widowed,Not-in-family,White,Female,0,0,9,<=50K,Unemployed,High School,Blue-Collar,USA
43,310969,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Government,Advanced,White-Collar,USA
72,28865,Married-civ-spouse,Husband,White,Male,0,0,14,<=50K,Self-Employed,Dropout,Blue-Collar,USA
22,340217,Never-married,Not-in-family,White,Female,0,0,20,<=50K,Private,Some College,Sales,USA
21,376416,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
40,77313,Never-married,Not-in-family,White,Female,0,0,60,>50K,Private,Bachelors,White-Collar,USA
29,154017,Never-married,Not-in-family,White,Female,0,0,10,<=50K,Private,High School,Sales,USA
25,171236,Divorced,Own-child,White,Female,0,0,40,<=50K,Private,High School,Blue-Collar,USA
62,232719,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Advanced,White-Collar,USA
25,240676,Divorced,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Support,USA
29,66095,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Some College,Support,USA
28,480861,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,Blue-Collar,USA
68,204680,Married-civ-spouse,Husband,White,Male,0,0,37,<=50K,Private,High School,White-Collar,USA
37,149230,Never-married,Own-child,White,Female,0,0,40,<=50K,Self-Employed,Some College,Service,USA
38,22042,Never-married,Not-in-family,White,Female,0,0,39,<=50K,Private,Some College,White-Collar,USA
20,146706,Married-civ-spouse,Other-relative,White,Female,0,0,30,<=50K,Private,Some College,Sales,USA
26,166301,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,Support,USA
42,161510,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,Private,Bachelors,Sales,USA
41,173370,Separated,Unmarried,White,Female,0,0,30,<=50K,Private,Bachelors,Sales,USA
27,279580,Never-married,Not-in-family,White,Male,10520,0,45,>50K,Private,Bachelors,Sales,USA
53,96062,Married-civ-spouse,Husband,White,Male,0,1740,40,<=50K,Private,Some College,White-Collar,USA
35,209993,Separated,Unmarried,White,Female,0,0,8,<=50K,Private,Dropout,Service,North America
42,333530,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Government,Some College,White-Collar,USA
34,195890,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Private,Some College,White-Collar,USA
39,184117,Married-civ-spouse,Wife,White,Female,7688,0,20,>50K,Private,Bachelors,White-Collar,USA
44,357679,Married-civ-spouse,Husband,White,Male,15024,0,65,>50K,Self-Employed,Bachelors,Blue-Collar,USA
32,111520,Never-married,Not-in-family,White,Male,0,0,34,<=50K,Private,Some College,Service,USA
32,155232,Divorced,Not-in-family,Black,Male,0,0,60,>50K,Private,Bachelors,Service,USA
41,42346,Divorced,Not-in-family,Black,Female,0,0,24,<=50K,Government,Some College,Service,USA
25,297154,Married-civ-spouse,Husband,White,Male,2407,0,40,<=50K,Private,High School,Blue-Collar,USA
29,335015,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Private,High School,Blue-Collar,USA
19,267796,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,Some College,White-Collar,USA
48,167381,Widowed,Unmarried,White,Female,0,0,25,<=50K,Unemployed,High School,Service,USA
35,117567,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
42,126094,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
32,187560,Married-civ-spouse,Husband,White,Male,3908,0,40,<=50K,Private,Advanced,White-Collar,USA
24,211049,Never-married,Unmarried,White,Female,0,0,20,<=50K,Government,Dropout,Support,USA
23,218445,Never-married,Unmarried,White,Female,0,0,12,<=50K,Private,Dropout,Service,North America
55,200327,Married-civ-spouse,Wife,White,Female,0,0,18,<=50K,Private,High School,White-Collar,USA
30,154587,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Service,Central America
27,107812,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Sales,USA
22,190968,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Service,USA
22,230574,Never-married,Own-child,White,Male,0,0,25,<=50K,Private,Dropout,Blue-Collar,USA
27,388998,Never-married,Not-in-family,White,Male,13550,0,46,>50K,Private,Bachelors,Sales,USA
24,163053,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Bachelors,Sales,USA
58,130454,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Some College,White-Collar,USA
17,295308,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Dropout,Service,USA
33,182714,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Self-Employed,Bachelors,White-Collar,USA
33,156015,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Some College,Support,USA
23,293091,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,High School,Sales,USA
35,237713,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Self-Employed,Advanced,White-Collar,USA
38,111499,Never-married,Not-in-family,White,Female,0,0,50,>50K,Private,Advanced,White-Collar,USA
21,57298,Never-married,Own-child,White,Female,0,0,35,<=50K,Private,Some College,Sales,USA
28,791084,Never-married,Own-child,White,Male,0,0,50,<=50K,Private,Some College,Blue-Collar,USA
23,219835,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Service,North America
28,293398,Separated,Unmarried,Black,Female,0,0,40,<=50K,Private,High School,Sales,USA
54,180211,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,60,>50K,Self-Employed,Some College,White-Collar,Other Asia
60,54701,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Bachelors,White-Collar,USA
59,190997,Married-civ-spouse,Husband,White,Male,0,0,36,<=50K,Self-Employed,Dropout,White-Collar,USA
43,191196,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Service,USA
22,88050,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,6,<=50K,Private,Some College,White-Collar,USA
50,334273,Married-civ-spouse,Husband,White,Male,0,0,8,<=50K,Self-Employed,Bachelors,Sales,USA
28,370509,Married-civ-spouse,Husband,White,Male,0,0,44,>50K,Private,High School,Blue-Collar,USA
33,166961,Separated,Own-child,White,Female,0,0,20,<=50K,Private,Dropout,Sales,USA
22,289405,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
34,264651,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
57,108426,Married-civ-spouse,Husband,Black,Male,0,0,48,<=50K,Private,High School,Service,Europe
35,313132,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,Advanced,White-Collar,USA
63,241404,Divorced,Not-in-family,White,Female,0,0,35,<=50K,Government,Some College,Service,USA
19,229431,Never-married,Own-child,White,Male,0,0,11,<=50K,Private,Some College,White-Collar,USA
57,73051,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
49,43348,Never-married,Not-in-family,White,Male,0,0,40,>50K,Private,Advanced,White-Collar,USA
44,120057,Married-civ-spouse,Husband,White,Male,4386,0,45,>50K,Private,Some College,White-Collar,USA
19,137578,Never-married,Own-child,White,Male,0,0,53,<=50K,Self-Employed,High School,Service,USA
44,164043,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Sales,USA
45,145290,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Self-Employed,High School,Service,USA
58,316849,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Service,USA
20,238917,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,Central America
20,165097,Never-married,Other-relative,White,Male,0,2001,40,<=50K,Private,Some College,White-Collar,USA
29,274010,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Private,Some College,White-Collar,USA
63,189253,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Self-Employed,Some College,White-Collar,USA
