age,marital_status,relationship,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped
36,Never-married,Not-in-family,Male,0,0,50,<=50K,Government,Bachelors,White-Collar
76,Married-civ-spouse,Husband,Male,1424,0,24,<=50K,Private,High School,Sales
37,Separated,Not-in-family,Male,0,0,40,<=50K,Government,Some College,White-Collar
33,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,White-Collar
25,Never-married,Own-child,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,High School,Sales
31,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
52,Separated,Unmarried,Male,0,0,40,<=50K,Self-Employed,High School,Service
68,Widowed,Not-in-family,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar
44,Never-married,Unmarried,Male,0,0,20,<=50K,Private,High School,Service
54,Married-civ-spouse,Husband,Male,3464,0,40,<=50K,Private,High School,Sales
43,Divorced,Not-in-family,Female,4650,0,40,<=50K,Private,Some College,White-Collar
36,Separated,Not-in-family,Male,0,0,48,<=50K,Self-Employed,Some College,White-Collar
17,Never-married,Own-child,Male,0,0,40,<=50K,Private,Dropout,Service
43,Married-civ-spouse,Wife,Female,0,0,30,<=50K,Private,High School,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,High School,Blue-Collar
63,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Dropout,Blue-Collar
46,Never-married,Not-in-family,Female,0,0,15,<=50K,Private,High School,Blue-Collar
34,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,Blue-Collar
60,Widowed,Unmarried,Female,0,0,60,>50K,Government,Bachelors,White-Collar
18,Never-married,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Sales
47,Married-civ-spouse,Husband,Male,2829,0,40,<=50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Advanced,White-Collar
66,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,White-Collar
23,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
34,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
18,Never-married,Unmarried,Male,0,0,40,<=50K,Private,Dropout,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,Advanced,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Bachelors,Blue-Collar
24,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Advanced,White-Collar
68,Divorced,Not-in-family,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,80,<=50K,Self-Employed,High School,Blue-Collar
49,Divorced,Not-in-family,Female,0,0,30,<=50K,Government,Some College,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,65,<=50K,Self-Employed,Bachelors,Blue-Collar
26,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,White-Collar
39,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Self-Employed,Some College,White-Collar
23,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,Sales
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
42,Never-married,Not-in-family,Male,0,0,50,<=50K,Private,High School,Blue-Collar
20,Never-married,Not-in-family,Male,0,0,45,<=50K,Private,Some College,Sales
19,Never-married,Own-child,Male,0,0,20,<=50K,Private,Some College,White-Collar
38,Divorced,Not-in-family,Male,0,0,40,<=50K,Government,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,1977,40,>50K,Private,Advanced,Support
34,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Bachelors,White-Collar
20,Never-married,Unmarried,Male,0,0,50,<=50K,Private,Dropout,Blue-Collar
53,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
47,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Advanced,White-Collar
29,Married-civ-spouse,Husband,Male,0,0,41,<=50K,Private,Bachelors,Sales
36,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
34,Married-spouse-absent,Unmarried,Female,0,0,30,<=50K,Private,Dropout,Service
49,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Advanced,White-Collar
46,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Some College,Blue-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,Sales
75,Widowed,Not-in-family,Female,0,0,9,<=50K,Unemployed,High School,Blue-Collar
43,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Advanced,White-Collar
72,Married-civ-spouse,Husband,Male,0,0,14,<=50K,Self-Employed,Dropout,Blue-Collar
22,Never-married,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Sales
21,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
40,Never-married,Not-in-family,Female,0,0,60,>50K,Private,Bachelors,White-Collar
29,Never-married,Not-in-family,Female,0,0,10,<=50K,Private,High School,Sales
25,Divorced,Own-child,Female,0,0,40,<=50K,Private,High School,Blue-Collar
62,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Advanced,White-Collar
25,Divorced,Own-child,Female,0,0,40,<=50K,Private,Some College,Support
29,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Some College,Support
28,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,High School,Blue-Collar
68,Married-civ-spouse,Husband,Male,0,0,37,<=50K,Private,High School,White-Collar
37,Never-married,Own-child,Female,0,0,40,<=50K,Self-Employed,Some College,Service
38,Never-married,Not-in-family,Female,0,0,39,<=50K,Private,Some College,White-Collar
20,Married-civ-spouse,Other-relative,Female,0,0,30,<=50K,Private,Some College,Sales
26,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Support
42,Married-civ-spouse,Husband,Male,7298,0,40,>50K,Private,Bachelors,Sales
41,Separated,Unmarried,Female,0,0,30,<=50K,Private,Bachelors,Sales
27,Never-married,Not-in-family,Male,10520,0,45,>50K,Private,Bachelors,Sales
53,Married-civ-spouse,Husband,Male,0,1740,40,<=50K,Private,Some College,White-Collar
35,Separated,Unmarried,Female,0,0,8,<=50K,Private,Dropout,Service
42,Married-civ-spouse,Wife,Female,0,0,40,>50K,Government,Some College,White-Collar
34,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,Some College,White-Collar
39,Married-civ-spouse,Wife,Female,7688,0,20,>50K,Private,Bachelors,White-Collar
44,Married-civ-spouse,Husband,Male,15024,0,65,>50K,Self-Employed,Bachelors,Blue-Collar
32,Never-married,Not-in-family,Male,0,0,34,<=50K,Private,Some College,Service
32,Divorced,Not-in-family,Male,0,0,60,>50K,Private,Bachelors,Service
41,Divorced,Not-in-family,Female,0,0,24,<=50K,Government,Some College,Service
25,Married-civ-spouse,Husband,Male,2407,0,40,<=50K,Private,High School,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,High School,Blue-Collar
19,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,White-Collar
48,Widowed,Unmarried,Female,0,0,25,<=50K,Unemployed,High School,Service
35,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
42,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
32,Married-civ-spouse,Husband,Male,3908,0,40,<=50K,Private,Advanced,White-Collar
24,Never-married,Unmarried,Female,0,0,20,<=50K,Government,Dropout,Support
23,Never-married,Unmarried,Female,0,0,12,<=50K,Private,Dropout,Service
55,Married-civ-spouse,Wife,Female,0,0,18,<=50K,Private,High School,White-Collar
30,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
27,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Sales
22,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Service
22,Never-married,Own-child,Male,0,0,25,<=50K,Private,Dropout,Blue-Collar
27,Never-married,Not-in-family,Male,13550,0,46,>50K,Private,Bachelors,Sales
24,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,Sales
58,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Some College,White-Collar
17,Never-married,Own-child,Female,0,0,20,<=50K,Private,Dropout,Service
33,Never-married,Not-in-family,Female,0,0,40,<=50K,Self-Employed,Bachelors,White-Collar
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Some College,Support
23,Never-married,Own-child,Male,0,0,30,<=50K,Private,High School,Sales
35,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Advanced,White-Collar
38,Never-married,Not-in-family,Female,0,0,50,>50K,Private,Advanced,White-Collar
21,Never-married,Own-child,Female,0,0,35,<=50K,Private,Some College,Sales
28,Never-married,Own-child,Male,0,0,50,<=50K,Private,Some College,Blue-Collar
23,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Service
28,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,Sales
54,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Some College,White-Collar
60,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,White-Collar
59,Married-civ-spouse,Husband,Male,0,0,36,<=50K,Self-Employed,Dropout,White-Collar
43,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
22,Married-civ-spouse,Husband,Male,0,0,6,<=50K,Private,Some College,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,8,<=50K,Self-Employed,Bachelors,Sales
28,Married-civ-spouse,Husband,Male,0,0,44,>50K,Private,High School,Blue-Collar
33,Separated,Own-child,Female,0,0,20,<=50K,Private,Dropout,Sales
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
57,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,High School,Service
35,Married-civ-spouse,Husband,Male,0,0,40,>50K,Self-Employed,Advanced,White-Collar
63,Divorced,Not-in-family,Female,0,0,35,<=50K,Government,Some College,Service
19,Never-married,Own-child,Male,0,0,11,<=50K,Private,Some College,White-Collar
57,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
49,Never-married,Not-in-family,Male,0,0,40,>50K,Private,Advanced,White-Collar
44,Married-civ-spouse,Husband,Male,4386,0,45,>50K,Private,Some College,White-Collar
19,Never-married,Own-child,Male,0,0,53,<=50K,Self-Employed,High School,Service
44,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Sales
45,Married-civ-spouse,Husband,Male,0,0,40,>50K,Self-Employed,High School,Service
58,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Service
20,Never-married,Other-relative,Male,0,0,40,<=50K,Private,High School,Blue-Collar
20,Never-married,Other-relative,Male,0,2001,40,<=50K,Private,Some College,White-Collar
29,Never-married,Not-in-family,Male,0,0,45,<=50K,Private,Some College,White-Collar
63,Married-civ-spouse,Husband,Male,0,0,45,>50K,Self-Employed,Some College,White-Collar
29,Never-married,Not-in-family,Female,8614,0,40,>50K,Private,Some College,White-Collar
20,Never-married,Other-relative,Female,0,0,60,<=50K,Private,Dropout,Blue-Collar
39,Married-civ-spouse,Husband,Male,0,1977,60,>50K,Government,Some College,Blue-Collar
76,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Self-Employed,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Some College,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
27,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,89,>50K,Private,Some College,Blue-Collar
66,Married-civ-spouse,Husband,Male,0,2377,2,>50K,Self-Employed,Dropout,Blue-Collar
30,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
19,Never-married,Own-child,Male,0,0,30,<=50K,Self-Employed,High School,Blue-Collar
39,Never-married,Other-relative,Male,0,0,45,<=50K,Private,Bachelors,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Advanced,White-Collar
22,Never-married,Not-in-family,Male,0,0,44,<=50K,Private,Some College,Sales
19,Never-married,Own-child,Female,0,0,15,<=50K,Private,Some College,Service
35,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,Advanced,Blue-Collar
28,Never-married,Not-in-family,Male,0,0,60,<=50K,Self-Employed,High School,Sales
34,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
23,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,High School,Blue-Collar
73,Married-civ-spouse,Husband,Male,0,2174,50,>50K,Private,Some College,White-Collar
27,Never-married,Not-in-family,Male,2174,0,40,<=50K,Government,High School,Service
25,Never-married,Own-child,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
60,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Advanced,White-Collar
33,Never-married,Not-in-family,Female,0,0,50,<=50K,Private,High School,Support
43,Married-spouse-absent,Unmarried,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar
24,Married-spouse-absent,Own-child,Female,0,0,20,<=50K,Private,Bachelors,White-Collar
58,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,White-Collar
29,Never-married,Unmarried,Female,0,0,40,<=50K,Government,High School,White-Collar
44,Divorced,Not-in-family,Male,0,0,50,<=50K,Self-Employed,Bachelors,Service
30,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,Service
62,Never-married,Not-in-family,Male,4650,0,40,<=50K,Private,Advanced,Blue-Collar
40,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Some College,White-Collar
25,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
77,Widowed,Not-in-family,Female,0,0,40,>50K,Private,High School,White-Collar
30,Married-civ-spouse,Husband,Male,15024,0,35,>50K,Private,Bachelors,White-Collar
40,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Dropout,Service
40,Divorced,Not-in-family,Female,0,2205,45,<=50K,Self-Employed,Advanced,White-Collar
24,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
35,Separated,Unmarried,Female,0,0,48,<=50K,Private,High School,Blue-Collar
49,Separated,Unmarried,Female,0,0,36,<=50K,Private,Some College,Sales
47,Divorced,Not-in-family,Male,0,0,60,<=50K,Self-Employed,High School,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
66,Widowed,Not-in-family,Male,0,0,22,<=50K,Private,High School,Blue-Collar
55,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,Some College,Blue-Collar
34,Never-married,Own-child,Female,0,0,40,<=50K,Government,High School,Service
39,Married-civ-spouse,Husband,Male,0,0,52,<=50K,Government,Some College,Service
23,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,Service
36,Never-married,Not-in-family,Male,4650,0,50,<=50K,Private,Dropout,White-Collar
28,Divorced,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
49,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
24,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Support
46,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Service
59,Married-civ-spouse,Husband,Male,0,1977,40,>50K,Government,Bachelors,White-Collar
59,Married-civ-spouse,Husband,Male,0,0,45,>50K,Government,High School,White-Collar
23,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
23,Never-married,Own-child,Female,0,0,25,<=50K,Private,Bachelors,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
19,Never-married,Own-child,Male,0,0,10,<=50K,Private,High School,Blue-Collar
27,Never-married,Not-in-family,Male,0,0,45,<=50K,Private,Some College,Blue-Collar
45,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
59,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
25,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
41,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Advanced,White-Collar
20,Never-married,Own-child,Male,0,0,25,<=50K,Private,High School,Blue-Collar
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
62,Separated,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Service
38,Never-married,Unmarried,Female,0,0,40,<=50K,Private,High School,Blue-Collar
56,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,White-Collar
18,Never-married,Own-child,Male,0,0,18,<=50K,Private,Dropout,Blue-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
20,Never-married,Other-relative,Male,0,0,24,<=50K,Private,High School,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
64,Married-civ-spouse,Husband,Male,0,0,5,<=50K,Private,High School,Service
44,Never-married,Not-in-family,Male,0,0,40,<=50K,Government,High School,Blue-Collar
18,Never-married,Own-child,Female,0,0,22,<=50K,Private,Dropout,Service
22,Never-married,Unmarried,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
53,Married-civ-spouse,Wife,Female,0,0,24,<=50K,Private,Some College,White-Collar
50,Never-married,Not-in-family,Male,27828,0,48,>50K,Private,Advanced,White-Collar
35,Never-married,Not-in-family,Female,0,0,4,<=50K,Self-Employed,High School,Service
60,Separated,Not-in-family,Female,0,0,32,<=50K,Private,High School,Sales
48,Married-spouse-absent,Unmarried,Female,0,0,40,<=50K,Government,Bachelors,White-Collar
28,Never-married,Own-child,Male,0,0,48,<=50K,Private,High School,Sales
50,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,High School,Blue-Collar
40,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
42,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Service
34,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Blue-Collar
38,Married-civ-spouse,Husband,Male,7298,0,43,>50K,Private,Some College,Blue-Collar
42,Married-civ-spouse,Husband,Male,7298,0,35,>50K,Private,Some College,Blue-Collar
53,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
38,Never-married,Unmarried,Male,0,1741,40,<=50K,Government,Bachelors,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Self-Employed,Some College,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,Blue-Collar
28,Married-civ-spouse,Husband,Male,0,0,46,<=50K,Government,Some College,Service
59,Widowed,Not-in-family,Female,0,0,25,<=50K,Government,Dropout,Service
52,Widowed,Unmarried,Female,0,0,28,<=50K,Government,High School,White-Collar
29,Married-civ-spouse,Husband,Male,3942,0,50,<=50K,Private,Dropout,Blue-Collar
21,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Service
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Sales
36,Divorced,Own-child,Male,0,0,60,<=50K,Private,High School,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Government,Advanced,Support
27,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Dropout,Blue-Collar
24,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,High School,Sales
41,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
